2022-05-27 16:54:57.605343	https://www.encodeproject.org/report/?type=Experiment&status=released&internal_tags=RushAD&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR742HBK/	ENCSR742HBK	DNase-seq	DNase-seq				Homo sapiens head of caudate nucleus tissue male adult (86 years)	head of caudate nucleus	GEO:GSE169933		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF769ZTE/,/files/ENCFF869ONC/,/files/ENCFF345SQS/,/files/ENCFF632TLT/,/files/ENCFF939CWI/,/files/ENCFF590PLA/,/files/ENCFF123RHR/,/files/ENCFF031JOA/,/files/ENCFF097XYH/,/files/ENCFF118ZNE/,/files/ENCFF484BLF/,/files/ENCFF481NGW/,/files/ENCFF081APH/,/files/ENCFF405WLQ/,/files/ENCFF566NSN/,/files/ENCFF609GVC/,/files/ENCFF716HPU/,/files/ENCFF918VHT/	/disease-series/ENCSR812RRU/	ENCBS240VZM	1	1		Homo sapiens	adult	86 years												/replicates/ffd746df-a177-44bf-980b-f16e9bd9ef65/				
/experiments/ENCSR598RRF/	ENCSR598RRF	DNase-seq	DNase-seq				Homo sapiens head of caudate nucleus tissue female adult (87 years)	head of caudate nucleus	GEO:GSE170842		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF183ADG/,/files/ENCFF778SYE/,/files/ENCFF732TPP/,/files/ENCFF706KDV/,/files/ENCFF083QRB/,/files/ENCFF822UJS/,/files/ENCFF947BGT/,/files/ENCFF520DAO/,/files/ENCFF724BNV/,/files/ENCFF556SGL/,/files/ENCFF187FTX/,/files/ENCFF946DYP/,/files/ENCFF754QGB/,/files/ENCFF892WXU/,/files/ENCFF399SSE/,/files/ENCFF359ZZG/	/disease-series/ENCSR213OJC/	ENCBS077YKW	1	1		Homo sapiens	adult	87 years												/replicates/1d00aa27-cf63-4c68-8d9e-e4270e5296a3/				
/experiments/ENCSR839RAJ/	ENCSR839RAJ	DNase-seq	DNase-seq				Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (85 years)	middle frontal area 46	GEO:GSE170259		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF133SDJ/,/files/ENCFF328EXX/,/files/ENCFF772YQL/,/files/ENCFF138CGS/,/files/ENCFF926AHQ/,/files/ENCFF253GPO/,/files/ENCFF994UFI/,/files/ENCFF093HYL/,/files/ENCFF798FKB/,/files/ENCFF315MUI/,/files/ENCFF084QZN/,/files/ENCFF841EMR/,/files/ENCFF615RWO/,/files/ENCFF521HEY/,/files/ENCFF050IAR/,/files/ENCFF002WIQ/	/disease-series/ENCSR861MXD/	ENCBS758YMW	1	1		Homo sapiens	adult	85 years												/replicates/965bfde2-d237-412e-9179-1cd205547817/				
/experiments/ENCSR875MVZ/	ENCSR875MVZ	RNA-seq	total RNA-seq				Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue male adult (90 or above years)	middle frontal area 46		human_brain_Rush ID_4368365_BS62_ENC4_cDNA651	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF060HIC/,/files/ENCFF069BBK/,/files/ENCFF962JHG/,/files/ENCFF390KMF/,/files/ENCFF808UYE/,/files/ENCFF899VMA/,/files/ENCFF701JUX/,/files/ENCFF468UQS/,/files/ENCFF787WMG/,/files/ENCFF095XED/		ENCBS644WSW	1	1		Homo sapiens	adult	90 or above years												/replicates/754d66f3-9c79-4ff9-8852-3933174e4fdd/				
/experiments/ENCSR449AUD/	ENCSR449AUD	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (89 years)	middle frontal area 46	GEO:GSE187839	H3K27ac ChIP-seq on middle frontal area 46 tissue female adult (89 years) with Alzheimer's disease	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF660YVS/,/files/ENCFF937QLR/,/files/ENCFF620QHQ/,/files/ENCFF886MAY/,/files/ENCFF842VSJ/,/files/ENCFF180CNR/,/files/ENCFF714SGL/,/files/ENCFF076ZHV/,/files/ENCFF399FSH/,/files/ENCFF309ARG/,/files/ENCFF030WAO/,/files/ENCFF693JGW/,/files/ENCFF177EVZ/,/files/ENCFF679HCC/	/disease-series/ENCSR835WYO/	ENCBS967JLM	1	1,2	ENCAB101KHB	Homo sapiens	adult	89 years												/replicates/87ac5477-1d07-49f8-a606-5dea2b4e4a79/,/replicates/a4f3f6aa-d6f3-49e9-a58d-ba833ff647a7/				
/experiments/ENCSR524MPL/	ENCSR524MPL	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE174876	H3K27ac ChIP-seq on dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF821RSS/,/files/ENCFF783YYZ/,/files/ENCFF677RRL/,/files/ENCFF467IAB/,/files/ENCFF320JEV/,/files/ENCFF810NXD/,/files/ENCFF248SFI/,/files/ENCFF215JOA/,/files/ENCFF194TZO/,/files/ENCFF686LXM/,/files/ENCFF890ZEQ/,/files/ENCFF959QFG/,/files/ENCFF862HUE/,/files/ENCFF319KZD/	/disease-series/ENCSR759WVZ/	ENCBS345MLG	1	1,2	ENCAB101KHB	Homo sapiens	adult	90 or above years												/replicates/2f5f17f1-3c22-4496-9ad1-08d79b5ba557/,/replicates/70465647-fe78-4f95-8ffc-2668ff7fd783/				
/experiments/ENCSR784GVR/	ENCSR784GVR	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	GEO:GSE170079		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF675FQY/,/files/ENCFF740LUJ/,/files/ENCFF496NRB/,/files/ENCFF015HEX/,/files/ENCFF057ZVQ/,/files/ENCFF153DAD/,/files/ENCFF619FJM/,/files/ENCFF822XTD/,/files/ENCFF355GHK/,/files/ENCFF686LSV/,/files/ENCFF689IRJ/,/files/ENCFF649EDY/,/files/ENCFF537NLI/,/files/ENCFF354KNF/,/files/ENCFF236MLS/,/files/ENCFF882DSF/	/disease-series/ENCSR678EYI/	ENCBS839MHS	1	1		Homo sapiens	adult	90 or above years												/replicates/2514e2ec-2037-4918-a104-d42df5380e9a/				
/experiments/ENCSR778NDP/	ENCSR778NDP	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens with Cognitive impairment; middle frontal area 46 tissue female adult (81 years)	middle frontal area 46	GEO:GSE187936	CTCF ChIP-seq on middle frontal area 46 tissue female adult (81 years) with Cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF131CDD/,/files/ENCFF794UVI/,/files/ENCFF816LBX/,/files/ENCFF783FRN/,/files/ENCFF509CBZ/,/files/ENCFF450FCI/,/files/ENCFF802PCX/,/files/ENCFF490HTM/,/files/ENCFF894AMD/,/files/ENCFF817IVI/,/files/ENCFF261UNZ/,/files/ENCFF097XQL/,/files/ENCFF081IRZ/,/files/ENCFF883PFA/,/files/ENCFF037ULF/	/disease-series/ENCSR059IQI/	ENCBS460QXN	1	2,1	ENCAB719MQZ	Homo sapiens	adult	81 years												/replicates/7868ec22-a499-4517-b628-b028a664c520/,/replicates/bfaf13eb-79bf-4054-a896-ff6b2eab427c/				
/experiments/ENCSR928SPE/	ENCSR928SPE	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE188126	H3K4me3 ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with mild cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF372SQA/,/files/ENCFF247CRO/,/files/ENCFF145AGE/,/files/ENCFF274UYX/,/files/ENCFF809LLR/,/files/ENCFF429PAA/,/files/ENCFF053AJA/,/files/ENCFF955KIO/,/files/ENCFF576GGO/,/files/ENCFF889GHD/,/files/ENCFF589EOK/,/files/ENCFF585DBC/,/files/ENCFF775DIQ/,/files/ENCFF964NBK/	/disease-series/ENCSR586ZNN/	ENCBS152TRC	1	1,2	ENCAB140BWE	Homo sapiens	adult	90 or above years												/replicates/f463d97f-8556-4af9-9fdd-8202bbdd154d/,/replicates/fd5d606d-39bb-47f4-b7f2-77b47d872862/				
/experiments/ENCSR067BGS/	ENCSR067BGS	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue male adult (87 years)	middle frontal area 46	GEO:GSE187263	H3K27ac ChIP-seq on middle frontal area 46 tissue male adult (87 years) with Alzheimer's disease, Cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF684TZW/,/files/ENCFF987XFD/,/files/ENCFF526PUZ/,/files/ENCFF802GUY/,/files/ENCFF277IEF/,/files/ENCFF278AFG/,/files/ENCFF892KWC/,/files/ENCFF803UNH/,/files/ENCFF781RMG/,/files/ENCFF126VHB/,/files/ENCFF517RQC/,/files/ENCFF777JWI/,/files/ENCFF365ANP/,/files/ENCFF756JDB/	/disease-series/ENCSR972RJG/	ENCBS584OEO	1	1,2	ENCAB101KHB	Homo sapiens	adult	87 years												/replicates/12a4d3bc-9361-4405-a125-ae7c2df5b78a/,/replicates/c45ff62d-d951-4e99-97e2-6d8493df6b14/				
/experiments/ENCSR919ZDE/	ENCSR919ZDE	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Cognitive impairment; middle frontal area 46 tissue female adult (81 years)	middle frontal area 46	GEO:GSE188110	H3K27me3 ChIP-seq on middle frontal area 46 tissue female adult (81 years) with Cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF148YNQ/,/files/ENCFF174RQV/,/files/ENCFF551QGH/,/files/ENCFF366FKM/,/files/ENCFF055HHS/,/files/ENCFF173YWF/,/files/ENCFF084CQZ/,/files/ENCFF355NTU/,/files/ENCFF060IGY/,/files/ENCFF370FGB/,/files/ENCFF012WWB/,/files/ENCFF175OCF/,/files/ENCFF149NRI/,/files/ENCFF795SLA/	/disease-series/ENCSR059IQI/	ENCBS460QXN	1	1,2	ENCAB009VWX	Homo sapiens	adult	81 years												/replicates/22d07862-98d4-4b3f-9a79-44705bd3a8ad/,/replicates/481f355a-d24d-4e87-b5e0-fabe2b6c4c6c/				
/experiments/ENCSR275JSL/	ENCSR275JSL	RNA-seq	total RNA-seq				Homo sapiens with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue male adult (73 years)	middle frontal area 46		human_brain_Rush ID_1764669_BS90_ENC4_cDNA667	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF961CHP/,/files/ENCFF587USA/,/files/ENCFF851KNP/,/files/ENCFF970MGQ/,/files/ENCFF546RFS/,/files/ENCFF105YSF/,/files/ENCFF375SZI/,/files/ENCFF339KDB/,/files/ENCFF864WPT/,/files/ENCFF892WHZ/		ENCBS542OFI	1	1		Homo sapiens	adult	73 years												/replicates/60cfb192-5fa1-491c-abcd-292fd60a1117/				
/experiments/ENCSR888NRO/	ENCSR888NRO	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (74 years)	middle frontal area 46	GEO:GSE175292	H3K4me3 ChIP-seq on dorsolateral prefrontal cortex tissue female adult (74 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF047NGY/,/files/ENCFF086GDC/,/files/ENCFF994CCK/,/files/ENCFF147DXC/,/files/ENCFF861PPQ/,/files/ENCFF686XJU/,/files/ENCFF031JDA/,/files/ENCFF516FPZ/,/files/ENCFF621CJR/,/files/ENCFF757WUQ/,/files/ENCFF705ZTQ/,/files/ENCFF534EAB/,/files/ENCFF467SFP/,/files/ENCFF586MLV/	/disease-series/ENCSR490MDU/	ENCBS242LMI	1	1,2	ENCAB140BWE	Homo sapiens	adult	74 years												/replicates/606e18ff-448c-4347-b487-a9c6032b761a/,/replicates/6d04eb9f-5d2b-4d14-bf32-2ade2ff6a5be/				
/experiments/ENCSR634JQK/	ENCSR634JQK	RNA-seq	total RNA-seq				Homo sapiens middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46		human_brain_Rush ID_9867116_BS108_ENC4_cDNA662	Barbara Wold, Caltech	ENCODE	released	/files/ENCFF688JFN/,/files/ENCFF803FBL/,/files/ENCFF416UGY/,/files/ENCFF482BDQ/,/files/ENCFF504BTV/,/files/ENCFF042XFA/,/files/ENCFF058FMM/,/files/ENCFF085IWM/,/files/ENCFF169PFE/,/files/ENCFF417LPS/		ENCBS253LWF	1	1		Homo sapiens	adult	90 or above years												/replicates/5ab77012-29a6-493b-8216-933a114642e1/				
/experiments/ENCSR340FUG/	ENCSR340FUG	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue female adult (87 years)	middle frontal area 46	GEO:GSE187211	H3K4me3 ChIP-seq on middle frontal area 46 tissue female adult (87 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF878QDK/,/files/ENCFF489XOE/,/files/ENCFF680CGV/,/files/ENCFF675ICE/,/files/ENCFF524MBI/,/files/ENCFF323JIB/,/files/ENCFF832UTO/,/files/ENCFF023KRB/,/files/ENCFF981HHV/,/files/ENCFF270AOY/,/files/ENCFF125XSS/,/files/ENCFF629GOS/,/files/ENCFF315AGG/,/files/ENCFF523JXA/	/disease-series/ENCSR220JNZ/	ENCBS892ROQ	1	1,2	ENCAB140BWE	Homo sapiens	adult	87 years												/replicates/b0d311d1-14ad-4361-8588-0e266d781d69/,/replicates/a9d61a36-e936-4ef1-91e0-c10c9c926aed/				
/experiments/ENCSR206CIN/	ENCSR206CIN	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (74 years)	middle frontal area 46	GEO:GSE175088	H3K27me3 ChIP-seq on dorsolateral prefrontal cortex tissue female adult (74 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF125ZFG/,/files/ENCFF018GZV/,/files/ENCFF626DRX/,/files/ENCFF645XFR/,/files/ENCFF795HOJ/,/files/ENCFF006TMQ/,/files/ENCFF141UGY/,/files/ENCFF729ERE/,/files/ENCFF330NSJ/,/files/ENCFF667QNG/,/files/ENCFF236DLL/,/files/ENCFF648JFN/,/files/ENCFF962GLX/,/files/ENCFF141VVZ/	/disease-series/ENCSR490MDU/	ENCBS242LMI	1	1,2	ENCAB009VWX	Homo sapiens	adult	74 years												/replicates/3c28b9ee-aa44-422e-9c06-e8eaf241c3ab/,/replicates/9ce994d1-77a0-4927-9f35-81a72757202d/				
/experiments/ENCSR891ZHA/	ENCSR891ZHA	ChIP-seq	Control ChIP-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187946	Control ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with mild cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF715FDN/,/files/ENCFF839SXT/,/files/ENCFF363SFT/,/files/ENCFF661MJJ/,/files/ENCFF087VHX/,/files/ENCFF667OVX/,/files/ENCFF552KYU/,/files/ENCFF610SND/,/files/ENCFF551OQY/,/files/ENCFF150VTC/	/disease-series/ENCSR945HTR/	ENCBS693PDQ	1	1,2		Homo sapiens	adult	90 or above years												/replicates/31ee1462-af5c-46e8-ac46-60f81924223f/,/replicates/c036d6e7-df88-4486-a8e8-09b1be4016eb/				
/experiments/ENCSR932XBJ/	ENCSR932XBJ	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue male adult (87 years)	middle frontal area 46	GEO:GSE188138	CTCF ChIP-seq on middle frontal area 46 tissue male adult (87 years) with Alzheimer's disease, Cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF170WYW/,/files/ENCFF650EEY/,/files/ENCFF721FAU/,/files/ENCFF262DRC/,/files/ENCFF011XXT/,/files/ENCFF033ZGR/,/files/ENCFF168EBN/,/files/ENCFF004DYO/,/files/ENCFF664RUW/,/files/ENCFF982KVV/,/files/ENCFF255MAF/,/files/ENCFF478EUY/,/files/ENCFF660KBC/,/files/ENCFF900QUI/,/files/ENCFF552GXD/	/disease-series/ENCSR972RJG/	ENCBS584OEO	1	2,1	ENCAB719MQZ	Homo sapiens	adult	87 years												/replicates/7ac66dc1-41db-448c-b304-696abee97646/,/replicates/04992efe-c56d-40c3-b780-d68566e9dc9e/				
/experiments/ENCSR923BEY/	ENCSR923BEY	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE188117		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF465WTB/,/files/ENCFF165KSW/,/files/ENCFF514QPP/,/files/ENCFF194ZCR/,/files/ENCFF594NFG/,/files/ENCFF109TWE/,/files/ENCFF094ZZB/,/files/ENCFF243HGU/,/files/ENCFF368TED/,/files/ENCFF363SRV/,/files/ENCFF610GJO/,/files/ENCFF681DPM/,/files/ENCFF085IJZ/,/files/ENCFF939FUQ/,/files/ENCFF459QMR/,/files/ENCFF487ASY/	/disease-series/ENCSR673KBP/	ENCBS816IOP	1	1		Homo sapiens	adult	90 or above years												/replicates/d9c19e62-d8d8-4e54-a373-dde7666dafda/				
/experiments/ENCSR836KPL/	ENCSR836KPL	ChIP-seq	Control ChIP-seq				Homo sapiens middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE188066	Control ChIP-seq on middle frontal area 46 tissue female adult (90 or above years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF340TTF/,/files/ENCFF204JFQ/,/files/ENCFF773LPT/,/files/ENCFF837XVM/,/files/ENCFF702UQF/,/files/ENCFF883NUA/,/files/ENCFF671WMY/,/files/ENCFF656QLH/,/files/ENCFF623EJI/,/files/ENCFF364PGQ/	/disease-series/ENCSR970PLB/	ENCBS464LBN	1	1,2		Homo sapiens	adult	90 or above years												/replicates/d6c7e347-4477-4e20-be2e-4cc148af123a/,/replicates/22b0f765-7726-4e19-ad08-736e783f3428/				
/experiments/ENCSR872YGQ/	ENCSR872YGQ	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (89 years)	middle frontal area 46		H3K27ac ChIP-seq on middle frontal area 46 tissue female adult (89 years) with Alzheimer's disease	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF819ITW/,/files/ENCFF594AZG/,/files/ENCFF848YSQ/,/files/ENCFF263SEB/,/files/ENCFF780VJG/,/files/ENCFF164QOO/,/files/ENCFF963BEM/,/files/ENCFF938FSC/,/files/ENCFF380WZB/,/files/ENCFF983DQA/,/files/ENCFF560KBB/,/files/ENCFF620UWO/,/files/ENCFF330TRO/,/files/ENCFF955FVE/	/disease-series/ENCSR397ZAE/	ENCBS647UCT	1	1,2	ENCAB101KHB	Homo sapiens	adult	89 years												/replicates/1aab1c4f-9043-46e2-9015-cc71ee7f4bcd/,/replicates/812f38e2-eea1-4426-9376-20defb4705d7/				
/experiments/ENCSR068DJS/	ENCSR068DJS	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue male adult (90 or above years)	middle frontal area 46		CTCF ChIP-seq on middle frontal area 46 tissue male adult (90 or above years) with mild cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF810VEP/,/files/ENCFF685RPI/,/files/ENCFF232QLY/,/files/ENCFF465CWN/,/files/ENCFF689TAA/,/files/ENCFF167GIP/,/files/ENCFF872FBS/,/files/ENCFF213NCG/,/files/ENCFF324KNS/,/files/ENCFF318EPQ/,/files/ENCFF442XRS/,/files/ENCFF457ZFQ/,/files/ENCFF230WFT/,/files/ENCFF052VUS/,/files/ENCFF258PHG/	/disease-series/ENCSR955DXN/	ENCBS049LCH	1	2,1	ENCAB719MQZ	Homo sapiens	adult	90 or above years												/replicates/b41cc59d-326a-49ab-bb86-397170c053f3/,/replicates/c8ee9dc2-23ba-4140-9a92-9bcbb66a3f76/				
/experiments/ENCSR163BSC/	ENCSR163BSC	DNase-seq	DNase-seq				Homo sapiens with mild cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170531		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF649KFK/,/files/ENCFF892GXI/,/files/ENCFF124XOJ/,/files/ENCFF671MAJ/,/files/ENCFF069SVP/,/files/ENCFF318GYY/,/files/ENCFF754QDS/,/files/ENCFF378OOW/,/files/ENCFF027KRE/,/files/ENCFF915GRW/,/files/ENCFF201BHV/,/files/ENCFF122ANQ/,/files/ENCFF029PHE/,/files/ENCFF224NEK/,/files/ENCFF941BWK/,/files/ENCFF271KOH/	/disease-series/ENCSR965HIN/	ENCBS589LSC	1	1		Homo sapiens	adult	90 or above years												/replicates/8241667e-3311-4116-a32d-bf9b33465d35/				
/experiments/ENCSR845BPQ/	ENCSR845BPQ	ChIP-seq	Control ChIP-seq				Homo sapiens middle frontal area 46 tissue female adult (83 years)	middle frontal area 46	GEO:GSE188089	Control ChIP-seq on middle frontal area 46 tissue female adult (83 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF636XDW/,/files/ENCFF798KUL/,/files/ENCFF910TZT/,/files/ENCFF326PWS/,/files/ENCFF803TSJ/,/files/ENCFF754YNP/,/files/ENCFF933UWM/,/files/ENCFF278CBI/,/files/ENCFF319GWV/,/files/ENCFF826QTN/	/disease-series/ENCSR324WSJ/	ENCBS589LVU	1	1,2		Homo sapiens	adult	83 years												/replicates/e28e8bef-483c-4bff-b5c1-a1534a743426/,/replicates/00934426-a5c8-4d6f-a9f3-281b3998fe81/				
/experiments/ENCSR852VZG/	ENCSR852VZG	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE175264	H3K27me3 ChIP-seq on dorsolateral prefrontal cortex tissue female adult (90 or above years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF436NOI/,/files/ENCFF666NCP/,/files/ENCFF921YVP/,/files/ENCFF534GTI/,/files/ENCFF971BDZ/,/files/ENCFF528HST/,/files/ENCFF186TUG/,/files/ENCFF562PHV/,/files/ENCFF853VKR/,/files/ENCFF624NAF/,/files/ENCFF589YOZ/,/files/ENCFF654DUK/,/files/ENCFF539ZPP/,/files/ENCFF057KCF/	/disease-series/ENCSR759WVZ/	ENCBS345MLG	1	1,2	ENCAB009VWX	Homo sapiens	adult	90 or above years												/replicates/07bfc906-9ac2-4007-a246-eb138154e273/,/replicates/9653b387-3df4-408a-9184-5dc51e3cc030/				
/experiments/ENCSR689LFJ/	ENCSR689LFJ	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens middle frontal area 46 tissue female adult (83 years)	middle frontal area 46	GEO:GSE188169	CTCF ChIP-seq on middle frontal area 46 tissue female adult (83 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF914BEE/,/files/ENCFF455KAP/,/files/ENCFF121UPD/,/files/ENCFF834UNL/,/files/ENCFF009ZEK/,/files/ENCFF669MGE/,/files/ENCFF926XXC/,/files/ENCFF585EED/,/files/ENCFF702KLV/,/files/ENCFF992YXC/,/files/ENCFF995RZV/,/files/ENCFF427DTQ/,/files/ENCFF944DUQ/,/files/ENCFF513APM/,/files/ENCFF359BHR/	/disease-series/ENCSR324WSJ/	ENCBS589LVU	1	1,2	ENCAB719MQZ	Homo sapiens	adult	83 years												/replicates/6df51fcf-f788-4b83-aa07-e1d7a76c6aff/,/replicates/ed850a27-c722-4c4a-9b47-7f7b22346d8a/				
/experiments/ENCSR293ZPH/	ENCSR293ZPH	ChIP-seq	Control ChIP-seq				Homo sapiens middle frontal area 46 tissue female adult (87 years)	middle frontal area 46	GEO:GSE187370	Control ChIP-seq on middle frontal area 46 tissue female adult (87 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF479DSR/,/files/ENCFF532ONH/,/files/ENCFF551RVT/,/files/ENCFF095LYI/,/files/ENCFF235ATE/,/files/ENCFF461EOM/,/files/ENCFF679UVI/,/files/ENCFF613QFP/,/files/ENCFF568BWD/,/files/ENCFF164HTZ/	/disease-series/ENCSR213OJC/	ENCBS733LER	1	1,2		Homo sapiens	adult	87 years												/replicates/4c9ab867-56b5-4f18-906d-90697c133c9b/,/replicates/b4210c77-294e-4846-9c8b-1563cc143065/				
/experiments/ENCSR768YDB/	ENCSR768YDB	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue female adult (88 years)	middle frontal area 46	GEO:GSE175118	H3K4me3 ChIP-seq on dorsolateral prefrontal cortex tissue female adult (88 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF066AOX/,/files/ENCFF298WCM/,/files/ENCFF051BDE/,/files/ENCFF684NAJ/,/files/ENCFF073SCW/,/files/ENCFF327HME/,/files/ENCFF327GRV/,/files/ENCFF687AUO/,/files/ENCFF804IOL/,/files/ENCFF198NDW/,/files/ENCFF384NUC/,/files/ENCFF524IQS/,/files/ENCFF718ORE/,/files/ENCFF157FAL/	/disease-series/ENCSR153WCK/	ENCBS844HXF	1	2,1	ENCAB140BWE	Homo sapiens	adult	88 years												/replicates/068515c4-261a-4d3f-9644-f4b2ac7a87a0/,/replicates/a5116455-2b69-4e20-af9b-6898363e6a4a/				
